accuracy,loss,val_accuracy,val_loss,learning_rate
0.31282052397727966,1.981128215789795,0.574999988079071,1.5459235906600952,9.999999747378752e-05
0.482051283121109,1.5513380765914917,0.5249999761581421,1.3656262159347534,9.999999747378752e-05
0.5256410241127014,1.39480459690094,0.6499999761581421,1.2118010520935059,9.999999747378752e-05
0.6230769157409668,1.2287986278533936,0.550000011920929,1.1987409591674805,9.999999747378752e-05
0.6666666865348816,1.1476011276245117,0.675000011920929,1.0292980670928955,9.999999747378752e-05
0.692307710647583,1.0293214321136475,0.75,0.9776613116264343,9.999999747378752e-05
0.6974359154701233,0.9830795526504517,0.625,0.9979841113090515,9.999999747378752e-05
0.7230769395828247,0.9191157221794128,0.699999988079071,0.8836125135421753,9.999999747378752e-05
0.7230769395828247,0.8961021900177002,0.800000011920929,0.8357941508293152,9.999999747378752e-05
0.7538461685180664,0.8362631797790527,0.699999988079071,0.8319465517997742,9.999999747378752e-05
0.8025640845298767,0.7799815535545349,0.7749999761581421,0.7876144647598267,9.999999747378752e-05
0.7692307829856873,0.7870222330093384,0.7250000238418579,0.808310866355896,9.999999747378752e-05
0.764102578163147,0.7561702728271484,0.675000011920929,0.8152729272842407,9.999999747378752e-05
0.7666666507720947,0.7531610727310181,0.800000011920929,0.7323573231697083,9.999999747378752e-05
0.771794855594635,0.7472517490386963,0.7749999761581421,0.7321707606315613,9.999999747378752e-05
0.8230769038200378,0.6892359256744385,0.7749999761581421,0.7195100784301758,9.999999747378752e-05
0.8153846263885498,0.6931500434875488,0.8500000238418579,0.6786199808120728,9.999999747378752e-05
0.8282051086425781,0.6656586527824402,0.800000011920929,0.7496269345283508,9.999999747378752e-05
0.807692289352417,0.6888548135757446,0.75,0.72173011302948,9.999999747378752e-05
0.8256410360336304,0.6325387954711914,0.824999988079071,0.6640374064445496,9.999999747378752e-05
0.8307692408561707,0.6212614178657532,0.8500000238418579,0.6245100498199463,9.999999747378752e-05
0.8205128312110901,0.6493031978607178,0.824999988079071,0.6657870411872864,9.999999747378752e-05
0.8384615182876587,0.6078591346740723,0.7749999761581421,0.6963165402412415,9.999999747378752e-05
0.800000011920929,0.6538630723953247,0.824999988079071,0.5971085429191589,9.999999747378752e-05
0.8256410360336304,0.5930074453353882,0.800000011920929,0.6471328735351562,9.999999747378752e-05
0.8358974456787109,0.5865089893341064,0.8500000238418579,0.5876129269599915,9.999999747378752e-05
0.8538461327552795,0.5730282664299011,0.8500000238418579,0.548108696937561,9.999999747378752e-05
0.8410256505012512,0.5690468549728394,0.824999988079071,0.6144754886627197,9.999999747378752e-05
0.8461538553237915,0.5380446314811707,0.875,0.5502321124076843,9.999999747378752e-05
0.8769230842590332,0.5235623121261597,0.875,0.5681852102279663,9.999999747378752e-05
0.8512820601463318,0.5527557134628296,0.8500000238418579,0.5687916874885559,9.999999747378752e-05
0.8538461327552795,0.5294211506843567,0.8500000238418579,0.5428162813186646,9.999999747378752e-05
0.8846153616905212,0.5032533407211304,0.8500000238418579,0.556534469127655,9.999999747378752e-05
0.8692307472229004,0.4892456829547882,0.8500000238418579,0.5536984205245972,9.999999747378752e-05
0.8564102649688721,0.48671045899391174,0.875,0.569428026676178,9.999999747378752e-05
0.8871794939041138,0.4646942615509033,0.8500000238418579,0.5205869078636169,9.999999747378752e-05
0.8846153616905212,0.4631032347679138,0.875,0.512485682964325,9.999999747378752e-05
0.8999999761581421,0.44302502274513245,0.8500000238418579,0.5536566972732544,9.999999747378752e-05
0.9102563858032227,0.4638303220272064,0.8999999761581421,0.4894482493400574,9.999999747378752e-05
0.892307698726654,0.4754563271999359,0.875,0.5236601829528809,9.999999747378752e-05
0.9205127954483032,0.4258260130882263,0.8500000238418579,0.5013896226882935,9.999999747378752e-05
0.8846153616905212,0.480740487575531,0.800000011920929,0.6310609579086304,9.999999747378752e-05
0.8846153616905212,0.48408907651901245,0.875,0.5291448831558228,9.999999747378752e-05
0.8897435665130615,0.4439070522785187,0.8500000238418579,0.49075737595558167,9.999999747378752e-05
